,qID,sentence,option1,option2,answer,slot_question,slot_answer,pred_answer
301,3TKXBROM5T8OQ6L39SAY6GN53GBIJK-2,Ian won a fish from Kenneth at the carnival so _ bagged it up and sent it home.,Ian,Kenneth,2,"() won a fish from Kenneth at the carnival so _ bagged it up and sent it home.
option1: ()
option2: Kenneth",Ian,Heidi
302,3Y3N5A7N4G70HE6TG79T8W9AXP7YM5-1,The hotline was staffed by Christine when Tanya called in because _ was a volunteer.,Christine,Tanya,1,"The hotline was staffed by Christine when () called in because _ was a volunteer.
option1: Christine
option2: ()",Tanya,caller
303,3ZVPAMTJWN1RS3YLR9J4NVWGYL5RGN-2,Steven helped Derrick do research on the paper because _ did not have access to the internet.,Steven,Derrick,2,"() helped Derrick do research on the paper because _ did not have access to the internet.
option1: ()
option2: Derrick",Steven,Ian
304,3ZVPAMTJWN1RS3YLR9J4NVWGYL5RGN-1,Steven helped Derrick do research on the paper because _ had access to the internet.,Steven,Derrick,1,"Steven helped () do research on the paper because _ had access to the internet.
option1: Steven
option2: ()",Derrick,someone else
305,3WRKFXQBODLTFKF9FQN181Q19S8IYU-1,Joel got advice on buying stocks from his cousin Bob while Eric used a broker. _ had a virtually worthless portfolio of companies.,Joel,Eric,1,"Joel got advice on buying stocks from his cousin Bob while () used a broker. _ had a virtually worthless portfolio of companies.
option1: Joel
option2: ()",Eric,Bob
306,3JMQI2OLFZ331LW2WC1F8QO9KS9NDM-2,Rebecca asked Kayla to turn the lights out but _ did not want to go to sleep.,Rebecca,Kayla,2,"() asked Kayla to turn the lights out but _ did not want to go to sleep.
option1: ()
option2: Kayla",Rebecca,Ian
307,3YOAVL4CA2VZC3QZQNNGS7PKA4X4ZE-2,"Dennis is changing the sand in a pool filter for Joseph, because _ is a bit lazy.",Dennis,Joseph,2,"() is changing the sand in a pool filter for Joseph, because _ is a bit lazy.
option1: ()
option2: Joseph",Dennis,Ian
308,3XAOZ9UYR1596CSPG9L13G6EUIO1QV-1,Hunter gave Justin two weeks to respond after sending him a demand letter. .After that _ will sue him in the court.,Hunter,Justin,1,"Hunter gave () two weeks to respond after sending him a demand letter. .After that _ will sue him in the court.
option1: Hunter
option2: ()",Justin,"Hunter gave () two weeks to respond after sending him a demand letter. . After that he will sue him in the court.
option1: Hunter
option2: (him)"
309,34R0BODSP1X4324WO7GDKR68YZ5E5C-2,The mediation and medication both helped me be patient.  I lost my temper when the _ got rescheduled.,medication,mediation,2,"The mediation and () both helped me be patient.  I lost my temper when the _ got rescheduled.
option1: ()
option2: mediation",medication,appointment
310,3IKMEYR0LY9UKUCQM81ICD49MRFK2N-1,Jason considers he and Benjamin to be friends so _ puts a lot of effort into their relationship.,Jason,Benjamin,1,"Jason considers he and () to be friends so _ puts a lot of effort into their relationship.
option1: Jason
option2: ()",Benjamin,"Jason considers he and () to be friends so () puts a lot of effort into their relationship.
option1: Jason
option2: Jordan
Answer: Jordan"
311,3IKMEYR0LY9UKUCQM81ICD49MRFK2N-2,Jason considers he and Benjamin to be friends even though _ puts little effort into their relationship.,Jason,Benjamin,2,"() considers he and Benjamin to be friends even though _ puts little effort into their relationship.
option1: ()
option2: Benjamin",Jason,Ian
312,34OWYT6U3YVEEJ717EVL9KXB1NT9ID-2,"It took a minute longer to melt the chocolate in the microwave than the caramel, because the _ was very soft.",chocolate,caramel,2,"It took a minute longer to melt the () in the microwave than the caramel, because the _ was very soft.
option1: ()
option2: caramel",chocolate,Butter
313,34OWYT6U3YVEEJ717EVL9KXB1NT9ID-1,"It took a minute longer to melt the chocolate in the microwave than the caramel, because the _ was very firm.",chocolate,caramel,1,"It took a minute longer to melt the chocolate in the microwave than the (), because the _ was very firm.
option1: chocolate
option2: ()",caramel,microwave
314,3MD8CKRQZ11GDUNTJDG7C6C5KONJRL-1,They discussed the company's budget at the business meeting but the _ was boring and the meeting was ran long.,budget,meeting,1,"They discussed the company's budget at the business () but the _ was boring and the () was ran long.
option1: budget
option2: ()",meeting,"meeting, meeting"
315,3MD8CKRQZ11GDUNTJDG7C6C5KONJRL-2,They discussed the company's budget at the business meeting but the _ was boring and the topic of the budget ran long.,budget,meeting,2,"They discussed the company's () at the business meeting but the _ was boring and the topic of the () ran long.
option1: ()
option2: meeting",budget,progress; meeting; agenda
316,3G5RUKN2EC1RYVJLKWWDMU5JYOTN97-1,The sponges performed worse at cleaning the tub in the bathroom when compared with the cloths. It's because the _ are cheaper.,sponges,cloths,1,"The sponges performed worse at cleaning the tub in the bathroom when compared with the (). It's because the _ are cheaper.
option1: sponges
option2: ()",cloths,scrub brush
317,308KJXFUJR43YRYA9YWPROMVTP1ATG-1,"Randy only ever added a little bit of hot sauce to his food, especially compared to Adam, as _ was much more sensitive to spice.",Randy,Adam,1,"Randy only ever added a little bit of hot sauce to his food, especially compared to (), as _ was much more sensitive to spice.
option1: Randy
option2: ()",Adam,()
318,368IUKXGA564JXT0246T69JC81ZP65-1,"Matt wanted to change either the plain bathroom or the colorful bedroom, but the _ was already colorful.",bedroom,bathroom,1,"Matt wanted to change either the plain () or the colorful bedroom, but the _ was already colorful.
option1: bedroom
option2: ()",bathroom,plain
319,368IUKXGA564JXT0246T69JC81ZP65-2,"Matt wanted to change either the plain bathroom or the colorful bedroom, but the _ was already plain.",bedroom,bathroom,2,"Matt wanted to change either the plain bathroom or the colorful (), but the _ was already plain.
option1: ()
option2: bathroom",bedroom,colorful bathroom
320,30EV7DWJTX9DM0K8DPECBY0X12L6Y1-1,The snow came down so much that Michael had to go plow Kevins driveway because _ agreed to take care of his neighbors.,Michael,Kevin,1,"The snow came down so much that Michael had to go plow ()s driveway because _ agreed to take care of his neighbors.
option1: Michael
option2: ()",Kevin,neighbors
321,30EV7DWJTX9DM0K8DPECBY0X12L6Y1-2,The snow came down so much that Michael had to go plow Kevins driveway because _ needed the help of his neighbors.,Michael,Kevin,2,"The snow came down so much that () had to go plow Kevins driveway because _ needed the help of his neighbors.
option1: ()
option2: Kevin",Michael,Ian; Kevin
322,388FBO7JZRR6ZWRTS8OTLBYA7VNNY1-2,The girl used the comb to try and brush her hair but the _ was too soft.,hair,comb,2,"The girl used the comb to try and brush her () but the _ was too soft.
option1: ()
option2: comb",hair,hair
323,3FJ2RVH25Z4V99USYDYTU62LNVL29I-1,Police arrested Maria but let Cynthia go as _ had some paint on their hand from the spray paint used for graffiti.,Maria,Cynthia,1,"Police arrested Maria but let () go as _ had some paint on their hand from the spray paint used for graffiti.
option1: Maria
option2: ()",Cynthia,the unidentified person
324,3FJ2RVH25Z4V99USYDYTU62LNVL29I-2,Police arrested Maria but let Cynthia go as _ had no paint on their hand from the spray paint used for graffiti.,Maria,Cynthia,2,"Police arrested () but let Cynthia go as _ had no paint on their hand from the spray paint used for graffiti.
option1: ()
option2: Cynthia",Maria,Unknown (or Not mentioned)
325,3P0I4CQYV0LZM1VCYKII7117AP9WOY-1,Hunter bought a vehicle to commute in but not Dennis because _ had a driving distance to work.,Hunter,Dennis,1,"Hunter bought a vehicle to commute in but not () because _ had a driving distance to work.
option1: Hunter
option2: ()",Dennis,Hunter
326,3GMLHYZ0LEVJUMB2P90FZ6Q4AE9UYY-2,Jeffrey went to the doctor to treat their ailments but not Robert so _ became sicker.,Jeffrey,Robert,2,"() went to the doctor to treat their ailments but not Robert so _ became sicker.
option1: ()
option2: Robert",Jeffrey,They
327,3VDVA3ILIFTITNYBDDGP922COVF1G0-1,"Maria asked Cynthia if she could borrow some fuel for her car, as _ had a shortage of it.",Maria,Cynthia,1,"Maria asked () if she could borrow some fuel for her car, as _ had a shortage of it.
option1: Maria
option2: ()",Cynthia,someone
328,33IXYHIZB5GC45L96OEFMK3WESUE2X-1,"In the accident the vehicle of Nelson received more damage than that of Justin, since _ vehicle was smaller.",Nelson,Justin,1,"In the accident the vehicle of Nelson received more damage than that of (), since _ vehicle was smaller.
option1: Nelson
option2: ()",Justin,Nelson
329,33IXYHIZB5GC45L96OEFMK3WESUE2X-2,"In the accident the vehicle of Nelson received more damage than that of Justin, since _ vehicle was bigger.",Nelson,Justin,2,"In the accident the vehicle of () received more damage than that of Justin, since _ vehicle was bigger.
option1: ()
option2: Justin",Nelson,"The answer for option1 is Itzel or her car, and for option2 is Justin"
330,32ZCLEW0BZIG7S87MN0IFDOHPR8JPT-1,"Angela did a bunch of crunches and sit-ups but Cynthia didn't, consequentially _ had six- pack abs.",Angela,Cynthia,1,"Angela did a bunch of crunches and sit-ups but () didn't, consequentially _ had six- pack abs.
option1: Angela
option2: ()",Cynthia,"Angela 
Angelo"
331,3G9UA71JVVSR1M47Q161FRXWP1S7J8-2,"Monica is looking to buy some new furniture and Carrie just bought some, so _ is starting to anticipate their purchase arrival.",Monica,Carrie,2,"() is looking to buy some new furniture and Carrie just bought some, so _ is starting to anticipate their purchase arrival.
option1: ()
option2: Carrie",Monica,"I am sorry, but I cannot complete the options as the information in the missing ( ) is not provided in the question."
332,3S37Y8CWI8YGOJMNV2R9157U0RKW49-2,Aaron showed Donald how to use google play on an android because _ owned an apple phone.,Aaron,Donald,2,"() showed Donald how to use google play on an android because _ owned an apple phone.
option1: ()
option2: Donald",Aaron,Ian
333,3OLZC0DJ8LTCBQK4AF0H12M7RLJVIV-2,Katrina turned out to be much more spoiled than Felicia because _ did not have wealthy or generous parents.,Katrina,Felicia,2,"() turned out to be much more spoiled than Felicia because _ did not have wealthy or generous parents.
option1: ()
option2: Felicia",Katrina,Ian
334,3OLZC0DJ8LTCBQK4AF0H12M7RLJVIV-1,Katrina turned out to be much more spoiled than Felicia because _ had wealthy and generous parents.,Katrina,Felicia,1,"Katrina turned out to be much more spoiled than () because _ had wealthy and generous parents.
option1: Katrina
option2: ()",Felicia,me
335,3YGYP13643NCWKEEYB8Z5DTMUEBRNT-1,Sarah rolls her eyes as Monica extolls the virtues of vinegar as a cleaning solution for everything since _ is bored.,Sarah,Monica,1,"Sarah rolls her eyes as () extolls the virtues of vinegar as a cleaning solution for everything since _ is bored.
option1: Sarah
option2: ()",Monica,the person speaking
336,3XAOZ9UYRZPUCNTIWB91BII55PG1QR-1,Nelson always had the best friendships except with Neil since _ was always so polite.,Nelson,Neil,1,"Nelson always had the best friendships except with () since _ was always so polite.
option1: Nelson
option2: ()",Neil,Karen
337,3V0TR1NRVA0JH6JKUXVHJGA385SA4H-1,"Derrick really liked working in Human Resources and William wanted to work at the same company, and _ subsequently offered a position.",Derrick,William,1,"Derrick really liked working in Human Resources and () wanted to work at the same company, and _ subsequently offered a position.
option1: Derrick
option2: ()",William,()
338,3V0TR1NRVA0JH6JKUXVHJGA385SA4H-2,"Derrick really liked working in Human Resources and William wanted to work at the same company, and _ subsequently accepted a position.",Derrick,William,2,"() really liked working in Human Resources and William wanted to work at the same company, and _ subsequently accepted a position.
option1: ()
option2: William",Derrick,Ian
339,3EHVO81VN7ZWTJTMXJY7U2ED30G1HX-2,The room at the hotel cost more to stay in than the room at the inn because the _ was nastier.,hotel,inn,2,"The room at the () cost more to stay in than the room at the inn because the _ was nastier.
option1: ()
option2: inn",hotel,hotel
340,3EHVO81VN7ZWTJTMXJY7U2ED30G1HX-1,The room at the hotel cost more to stay in than the room at the inn because the _ was nicer.,hotel,inn,1,"The room at the hotel cost more to stay in than the room at the () because the _ was nicer.
option1: hotel
option2: ()",inn,motel
341,360ZO6N6J1HLGDYL8VHD9FGJTYAM9X-1,The woman practiced for her interview and not for the sport since the _ was expedient.,interview,sport,1,"The woman practiced for her interview and not for the () since the _ was expedient.
option1: interview
option2: ()",sport,job
342,3RWO3EJELJNO60RAGW6C3BG3OFJP1S-2,"The boot was removed from the car tire and put on the truck tire, since the _ was now illegally parked.",car,truck,2,"The boot was removed from the () tire and put on the truck tire, since the _ was now illegally parked.
option1: ()
option2: truck",car,car
343,3RWO3EJELJNO60RAGW6C3BG3OFJP1S-1,"The boot was removed from the car tire and put on the truck tire, since the _ was now legally parked.",car,truck,1,"The boot was removed from the car tire and put on the () tire, since the _ was now legally parked.
option1: car
option2: ()",truck,other
344,3N7PQ0KLI73GJCGZUM4KXSWXA75E3W-1,"I have both glasses and contacts, but the cleaning solution was empty so I wore the _ today.",glasses,contacts,1,"I have both glasses and (), but the cleaning solution was empty so I wore the _ today.
option1: glasses
option2: ()",contacts,contacts
345,3OPLMF3EU711TMJ1TRB3J1KMM2SNLX-2,He found it harder to write the letter than the e-mail because the _ had so few words.,letter,e-mail,2,"He found it harder to write the () than the e-mail because the _ had so few words.
option1: ()
option2: e-mail",letter,essay
346,3JYPJ2TAYI602QMB3X9X0FWP102PF8-2,Jane loved travelling internationally. The current country she was in preferred wine over tea because the _ was less available.,wine,tea,2,"Jane loved travelling internationally. The current country she was in preferred () over tea because the _ was less available.
option1: ()
option2: tea",wine,coffee
347,3KVQ0UJWPXJYK2QN97AJ6XD80R65WM-1,Jennifer wanted to get romance in a relationship while Elena did not because _ liked to watch romantic comedies.,Jennifer,Elena,1,"Jennifer wanted to get romance in a relationship while () did not because _ liked to watch romantic comedies.
option1: Jennifer
option2: ()",Elena,"Jennifer
Danielle"
348,3SCKNODZ0XENKCVS5ZYT8YEDYG97NE-1,"Adam loved dogs but Jason was afraid of them, so only _ petted the poodle.",Adam,Jason,1,"Adam loved dogs but () was afraid of them, so only _ petted the poodle.
option1: Adam
option2: ()",Jason,"Adam loved dogs but (_) was afraid of them, so only (_) petted the poodle.
option1: Adam
option2: ()
Answer: (_)"
349,3VQTAXTYN3JNHEIRFHMVRVS3P2SUBE-2,"Elena brought the horse to the stables owned by Cynthia, so _ could buy the animal.",Elena,Cynthia,2,"() brought the horse to the stables owned by Cynthia, so _ could buy the animal.
option1: ()
option2: Cynthia",Elena,"Someone (unknown)
() went to the grocery store and bought apples, but _ forgot to buy oranges.
option1: ()
option2: Someone
Answer: I (instead of ""Someone"")"
350,3VQTAXTYN3JNHEIRFHMVRVS3P2SUBE-1,"Elena brought the horse to the stables owned by Cynthia, so _ could sell the animal.",Elena,Cynthia,1,"Elena brought the horse to the stables owned by (), so _ could sell the animal.
option1: Elena
option2: ()",Cynthia,Dennis
351,3N7PQ0KLI5N1PNHSAOSK5U8OFLEE3H-2,Brett wanted to get a massage but Kenneth did not. This is because _ was feeling relaxed.,Brett,Kenneth,2,"() wanted to get a massage but Kenneth did not. This is because _ was feeling relaxed.
option1: ()
option2: Kenneth",Brett,Ian
352,37OPIVELUU1DTI7F94F0D5J7DG2AH3-2,Kevin was worried about Eric's infections so _ decided to go to an emergency clinic.,Kevin,Eric,2,"() was worried about Eric's infections so _ decided to go to an emergency clinic.
option1: ()
option2: Eric",Kevin,I was
353,3PA41K45VPI2HM6C5CNL4L7HTHIP7O-1,The bird squawked at Mary's rushed approached and quieted when Jennifer came in since _ was threatening.,Mary,Jennifer,1,"The bird squawked at Mary's rushed approached and quieted when () came in since _ was threatening.
option1: Mary
option2: ()",Jennifer,the bird
354,3A520CCNWPEG3XFK31JUK0A2E8KAEP-1,Ryan was always behind Donald in high school because _ had a diagnosed learning disability.,Ryan,Donald,1,"Ryan was always behind () in high school because _ had a diagnosed learning disability.
option1: Ryan
option2: ()",Donald,a doctor
355,3ROUCZ907H8RHSMA7YR8Q7OL7QGOOQ-1,People do not want to eat James burnt cake but they love his burger because the _ is tasteless.,cake,burger,1,"People do not want to eat James burnt cake but they love his () because the _ is tasteless.
option1: cake
option2: ()",burger,food
356,3O2Y2UIUCS8ELOO2A3GPWWYZXVBFKX-2,Craig had problems with dry skin but not Hunter since _ used a soothing skin lotion.,Craig,Hunter,2,"() had problems with dry skin but not Hunter since _ used a soothing skin lotion.
option1: ()
option2: Hunter",Craig,Ian
357,3O2Y2UIUCS8ELOO2A3GPWWYZXVBFKX-1,Craig had problems with dry skin but not Hunter because _ used an irritating skin lotion.,Craig,Hunter,1,"Craig had problems with dry skin but not () because _ used an irritating skin lotion.
option1: Craig
option2: ()",Hunter,"Craig 
Devon"
358,338GLSUI439XFI23VEDRVK10J6YSFJ-1,Carrie loves putting sugar in coffee as opposed to Laura because _ thinks the coffee tastes better.,Carrie,Laura,1,"Carrie loves putting sugar in coffee as opposed to () because _ thinks the coffee tastes better.
option1: Carrie
option2: ()",Laura,others
359,3YKP7CX6G2DLJ36V29TKH3EJHST7BP-2,"Brett was actively engaged in weight loss whereas Benjamin was trying to gain weight, so _ maximized their caloric intake.",Brett,Benjamin,2,"() was actively engaged in weight loss whereas Benjamin was trying to gain weight, so _ maximized their caloric intake.
option1: ()
option2: Benjamin",Brett,Ian
360,3G9UA71JVVSR1M47Q161FRXWUFO7J1-1,"Ben had to drain both water and oil down the sink, but the _ was too viscous.",oil,water,1,"Ben had to drain both () and oil down the sink, but the _ was too viscous.
option1: oil
option2: ()",water,"Ben had to drain both water and oil down the sink, but the oil was too viscous."
361,3G9UA71JVVSR1M47Q161FRXWUFO7J1-2,"Ben had to drain both water and oil down the sink, but the _ was too fluid.",oil,water,2,"Ben had to drain both water and () down the sink, but the _ was too fluid.
option1: ()
option2: water",oil,soup
362,33N1S8XHHOZIK4TG354EU9II0OYZ1J-1,John painted the pole red close to the color of the wall and painted the frame white and now the _ is contrasting.,frame,pole,1,"John painted the () red close to the color of the wall and painted the frame white and now the _ is contrasting.
option1: frame
option2: ()",pole,wall
363,33N1S8XHHOZIK4TG354EU9II0OYZ1J-2,John painted the pole red close to the color of the wall and painted the frame white and now the _ is similar.,frame,pole,2,"John painted the pole red close to the color of the wall and painted the () white and now the _ is similar.
option1: ()
option2: pole",frame,wall
364,3OJX0UFJ0Z54TL3UHX8Z0PXD6KXU9H-2,Mark preferred his drinks in paper cups over styrofoam cups because the _ are strong.,styrofoam cups,paper cups,2,"Mark preferred his drinks in paper cups over () because the _ are strong.
option1: ()
option2: paper cups",styrofoam cups,straws
365,3CZH926SICCM7J0WA2X3FZ0UTLAE42-2,Monica had trouble paying off their loan unlike Sarah because _ was an infrequent gambler.,Monica,Sarah,2,"() had trouble paying off their loan unlike Sarah because _ was an infrequent gambler.
option1: ()
option2: Sarah",Monica,Ian
366,38F60IALAGF7XE0SHWZW2IAIFKP0T8-2,"Derrick was sad that Robert did not show up, _ forgot they had an agreement to meet each other.",Derrick,Robert,2,"() was sad that Robert did not show up, _ forgot they had an agreement to meet each other.
option1: ()
option2: Robert",Derrick,Ian
367,37SQU136V92LP888VUVM2FY6MD011I-1,She suspected that her old makeup had expired after she put it on her skin because her _ was harder.,makeup,skin,1,"She suspected that her old makeup had expired after she put it on her () because her _ was harder.
option1: makeup
option2: ()",skin,face
368,3GKAWYFRAR7IYV7MWPQ74DHCDGUPDY-2,"Kevin drew the blood from Ian's arm, because _ was giving it to do some tests.",Kevin,Ian,2,"() drew the blood from Ian's arm, because _ was giving it to do some tests.
option1: ()
option2: Ian",Kevin,The nurse or The phlebotomist
369,3INZSNUD824X68RFF0UAINHYAKZD9Y-1,"Sookie roasted a turkey and served it with potatoes instead of carrots, because everyone in her family would have hated the _ .",carrots,potatoes,1,"Sookie roasted a turkey and served it with () instead of carrots, because everyone in her family would have hated the _ .
option1: carrots
option2: ()",potatoes,cranberry sauce
370,3AA88CN98P15RQ6QVVWDTJH6D14YKV-1,They were wanting  to move the bed thru the door. The _ was way to small.,door,bed,1,"They were wanting  to move the () thru the door. The _ was way to small.
option1: door
option2: ()",bed,"The correct answer would be ""object"" or ""furniture"" since it is implied that they were trying to move something big through the door."
371,3DFYDSXB2YE8TMFAN7BCHHZPSTQJU1-2,Betty learned to play the cello well but Erin did not because _ was very impatient.,Betty,Erin,2,"() learned to play the cello well but Erin did not because _ was very impatient.
option1: ()
option2: Erin",Betty,Ian
372,31KPKEKW4AB71S6BHA8B2O4WEWPB00-1,"Logan ended the one-side relationship they were having with Robert, which made _ feel relieved.",Logan,Robert,1,"Logan ended the one-side relationship they were having with (), which made _ feel relieved.
option1: Logan
option2: ()",Robert,me
373,3ZXV7Q5FJD2W2QCEIQZR8DLRSM2FCK-2,Erin was eating more than Betty was eating for dinner because _ had a big lunch.,Erin,Betty,2,"() was eating more than Betty was eating for dinner because _ had a big lunch.
option1: ()
option2: Betty",Erin,Ian
374,3ZXV7Q5FJD2W2QCEIQZR8DLRSM2FCK-1,Erin was eating more than Betty was eating for dinner because _ had skipped lunch.,Erin,Betty,1,"Erin was eating more than () was eating for dinner because _ had skipped lunch.
option1: Erin
option2: ()",Betty,someone
375,39KV3A5D1ALZUEM4XTRFZQCREHVS75-2,I chose to drive the car over the truck because the _ had a small amount of gas.,car,truck,2,"I chose to drive the () over the truck because the _ had a small amount of gas.
option1: ()
option2: truck",car,car
376,39KV3A5D1ALZUEM4XTRFZQCREHVS75-1,I chose to drive the car over the truck because the _ had a large amount of gas.,car,truck,1,"I chose to drive the car over the () because the _ had a large amount of gas.
option1: car
option2: ()",truck,tree
377,35XW21VSVISY9ZB61NSPIVUS9V4LSZ-1,"The diary of Carrie is boring, and the one Jennifer writes is interestin. _ has lived a simple life.",Carrie,Jennifer,1,"The diary of Carrie is boring, and the one () writes is interestin. _ has lived a simple life.
option1: Carrie
option2: ()",Jennifer,someone
378,389A2A304QW55MXOF8G656YMKU8C0O-1,"Ian's hair is being worked on by Craig, so it's more likely _ is the customer.",Ian,Craig,1,"Ian's hair is being worked on by (), so it's more likely _ is the customer.
option1: Ian
option2: ()",Craig,a hairstylist
379,3J9L0X0VDH0WFER6WVZ0AB6IFQN9WX-2,Megan didn't care for the comedians show but Patricia thought it was brilliant. _ hung out for the comedian's second set.,Megan,Patricia,2,"() didn't care for the comedians show but Patricia thought it was brilliant. _ hung out for the comedian's second set.
option1: ()
option2: Patricia",Megan,Patricia
380,3RWO3EJELJNO60RAGW6C3BG4QRE1PR-2,"He liked filling the bucket with the hose better than the faucet, because the _ provided extra water pressure.",faucet,hose,2,"He liked filling the bucket with the hose better than the (), because the _ provided extra water pressure.
option1: ()
option2: hose",faucet,faucet
381,3VIVIU06FMQTL3QVWNZQE63U0EWIMY-2,Christine was watching makeup tutorials while Amy was not because _ wanted to forget how to put blush on correctly.,Christine,Amy,2,"() was watching makeup tutorials while Amy was not because _ wanted to forget how to put blush on correctly.
option1: ()
option2: Amy",Christine,Someone
382,3VEI3XUCZRVX5GRKUS9RH4A84P0RPU-1,Diana went to the laundromat and she used the washer but not the dryer because she only had enough money for the _ .,washer,dryer,1,"Diana went to the laundromat and she used the washer but not the () because she only had enough money for the _ .
option1: washer
option2: ()",dryer,dryer
383,3M4KL7H8KVL125AYH2V35D1E5N461X-1,Ben wanted to propose to his girlfriend by hiding the ring in either cake or water. He decided to hide it in the _ because she drank the water fast.,cake,water,1,"Ben wanted to propose to his girlfriend by hiding the ring in either cake or (). He decided to hide it in the _ because she drank the () fast.
option1: cake
option2: ()",water,glass; cake
384,39RRBHZ0AWFY6G9EAJO31XPYPX6VZF-1,"The woman avoided the hole but easily stepped over the pit, because the _ was very deep.",hole,pit,1,"The woman avoided the hole but easily stepped over the (), because the _ was very deep.
option1: hole
option2: ()",pit,rock
385,39RRBHZ0AWFY6G9EAJO31XPYPX6VZF-2,"The woman avoided the hole but easily stepped over the pit, because the _ was very shallow.",hole,pit,2,"The woman avoided the () but easily stepped over the pit, because the _ was very shallow.
option1: ()
option2: pit",hole,pot hole
386,3909MD9T21VBZOWSEH5MY1LTBI0FEY-2,"After I soaked the roller in the paint container, the _ had less paint on it.",roller,container,2,"After I soaked the () in the paint container, the _ had less paint on it.
option1: ()
option2: container",roller,brush
387,3ZVPAMTJWPH6MSXSB7V4FTKORDRRG5-1,The lease in the city was more than the lease in the country because the value of the property in the _ was higher.,city,country,1,"The lease in the city was more than the lease in the () because the value of the property in the _ was higher.
option1: city
option2: ()",country,() rural area
388,3LN50BUKPXP1W7VE96OVNQPHMLOLPU-1,"The refrigerator was acting up again, so we called a technician to repair the part.  The _ was fine when he showed up.",refrigerator,part,1,"The refrigerator was acting up again, so we called a technician to repair the ().  The _ was fine when he showed up.
option1: refrigerator
option2: ()",part,technician
389,3GITHABACYJGYBYMZNHYC7X5N3M2NY-2,Erin has a teenager whereas Patricia has toddler-age children because _ became a mother later.,Erin,Patricia,2,"() has a teenager whereas Patricia has toddler-age children because _ became a mother later.
option1: ()
option2: Patricia",Erin,Ian
390,3GITHABACYJGYBYMZNHYC7X5N3M2NY-1,Erin has a teenager whereas Patricia has toddler-age children because _ became a mother first.,Erin,Patricia,1,"Erin has a teenager whereas () has toddler-age children because _ became a mother first.
option1: Erin
option2: ()",Patricia,Ian
391,33TGB4G0LPFFU463K8O3BWXTPPHXT3-1,Kayla was very civil when dealing with Emily so that _ would be accepted by her.,Kayla,Emily,1,"Kayla was very civil when dealing with () so that _ would be accepted by her.
option1: Kayla
option2: ()",Emily,others
392,3TUOHPJXYHV7MLAXFDTEYG4SY4RWXV-2,"Erin ordered a martini when Tanya only ordered a tonic water with lemon, because _ was pregnant.",Erin,Tanya,2,"() ordered a martini when Tanya only ordered a tonic water with lemon, because _ was pregnant.
option1: ()
option2: Tanya",Erin,the person who ordered the martini.
393,3ZUE82NE0AZFWYNUHG7MET1ZCRG8FN-1,The employee tried to put the extra clothes in the closets but the _ were too small.,closets,clothes,1,"The employee tried to put the extra () in the closets but the _ were too small.
option1: closets
option2: ()",clothes,shirts
394,36QZ6V158BR1SPY0A1KQ9IQCN37USD-2,Donald has a problem with hearing in his ears unlike Benjamin because _ worked in a quiet area.,Donald,Benjamin,2,"() has a problem with hearing in his ears unlike Benjamin because _ worked in a quiet area.
option1: ()
option2: Benjamin",Donald,Ian
395,3ZURAPD28A1CFN2G2TA7RH20OPW1F1-1,"Neil was a very popular kid in school unlike Jeffrey, because _ was very extroverted.",Neil,Jeffrey,1,"Neil was a very popular kid in school unlike (), because _ was very extroverted.
option1: Neil
option2: ()",Jeffrey,"(""Someone"" or ""Everyone"")"
396,3V8JSVE8Y04HZFDNJ7XANMSAJ78EY8-1,"I loved my old gifts but not the new dishes, because the _ were so beautiful.",gifts,dishes,1,"I loved my old gifts but not the new (), because the _ were so beautiful.
option1: gifts
option2: ()",dishes,flowers
397,3HEM8MA6H9AXTFCKHDKRCE033MZQPQ-2,Betty used glue to fix Megan's toy because _ was too young to use superglue.,Betty,Megan,2,"() used glue to fix Megan's toy because _ was too young to use superglue.
option1: ()
option2: Megan",Betty,Alice
398,3HEADTGN2PQAA0OGG4IQNWZQLXXRVA-2,Jason but not Craig asked the company if they were currently hiring because _ has a job.,Jason,Craig,2,"() but not Craig asked the company if they were currently hiring because _ has a job.
option1: ()
option2: Craig",Jason,Ian
399,37Y5RYYI0RJT9TSVF6VDTPPFGGHXSO-2,The game on television was very important for Ian but not Dennis because _ was into music instead.,Ian,Dennis,2,"The game on television was very important for () but not Dennis because _ was into music instead.
option1: ()
option2: Dennis",Ian,"me, Dennis"
400,32CXT5U14G14FGKKC52L0T22MDHU8S-2,"The virus stuck to the clothes better than it stuck to the walls, because the _ had less deterrents on them.",walls,clothes,2,"The virus stuck to the clothes better than it stuck to the (), because the _ had less deterrents on them.
option1: ()
option2: clothes",walls,skin
401,32CXT5U14G14FGKKC52L0T22MDHU8S-1,"The virus stuck to the clothes better than it stuck to the walls, because the _ had more deterrents on them.",walls,clothes,1,"The virus stuck to the () better than it stuck to the walls, because the _ had more deterrents on them.
option1: walls
option2: ()",clothes,surfaces
402,3IV1AEQ4DTRAVP8XK4A7LPHZTCS8JK-2,"At their high school's homecoming dance, Natalie stayed on the floor for the slow dance while Maria got food during it, because _ had broken up with her significant other.",Natalie,Maria,2,"At their high school's homecoming dance, () stayed on the floor for the slow dance while Maria got food during it, because _ had broken up with her significant other.
option1: ()
option2: Maria",Natalie,Ian
